,id,x,y,z,rxns,all,MCM_v3.3.1,MCM_v3.1,MCM_v3.2,CRI_v2.0.r5,CRI_v2.0.r4,CRI_v2.0.r1,CRI_v2.0.r3,CRI_v2.0.r2,CRI_v2.2
1310,C614CO23OH,0.08714955264001167,-0.06797201080284798,-0.14114066333636743,False,True,True,True,True,False,False,False,False,False,False
1311,C614NO3,0.04870679420057322,0.44378485496825815,0.2674927911204761,False,True,True,True,True,False,False,False,False,False,False
1312,C614O,0.041122538136833864,0.4362294377608642,0.26518451625850203,False,True,True,True,True,False,False,False,False,False,False
1313,C614O2,0.04453404708057551,0.4354494756409808,0.27073995236286397,False,True,True,True,True,False,False,False,False,False,False
1314,C614OH,0.040645323410955614,0.43697169513521117,0.2760431075466876,False,True,True,True,True,False,False,False,False,False,False
1315,C614OOH,0.05088584424356868,0.4363447441338433,0.26366748610185375,False,True,True,True,True,False,False,False,False,False,False
1316,C615CO,0.5904944359529425,0.18609615586966433,-0.7743519175500082,False,True,True,True,True,False,False,False,False,False,False
1317,C615CO2H,0.2328415946810154,0.02081477324541403,-0.48782720668162194,False,True,True,True,True,False,False,False,False,False,False
1318,C615CO2O,0.41585182828569267,-0.2539335694994914,-0.15614038859862245,False,True,True,True,True,False,False,False,False,False,False
1319,C615CO2O2,0.41472956679507655,-0.2542338921819648,-0.15095238436527225,False,True,True,True,True,False,False,False,False,False,False
1320,C615CO2OH,0.2364495224394665,-0.3512587247027463,-0.12444138649389247,False,True,True,True,True,False,False,False,False,False,False
1321,C615CO2OOH,0.23978633690437512,-0.3595322857844341,-0.1259909073751555,False,True,True,True,True,False,False,False,False,False,False
1322,C615CO3,0.2337572936622656,0.025864140156430793,-0.48748653187794,False,True,True,True,True,False,False,False,False,False,False
1323,C615CO3H,0.23733709572189676,0.02801068008838703,-0.4945575647246292,False,True,True,True,True,False,False,False,False,False,False
1324,C615O,0.24384842553721242,0.02551602890112603,-0.4842670833124294,False,True,True,True,True,False,False,False,False,False,False
1325,C615O2,0.23785350199531097,0.025403353091789205,-0.4858983088100033,False,True,True,True,True,False,False,False,False,False,False
1326,C615OH,0.24496884271970898,0.03407456771070816,-0.4850205814406291,False,True,True,True,True,False,False,False,False,False,False
1327,C615OOH,0.254794855302501,0.025202553400441863,-0.48678081422711494,False,True,True,True,True,False,False,False,False,False,False
1328,C615PAN,0.23124165738749136,0.025146873136684178,-0.4814905597721827,False,True,True,True,True,False,False,False,False,False,False
1329,C616O,0.24586517646570627,0.22332783837816983,-0.03396073878174122,False,True,True,True,True,False,False,False,False,False,False
1330,C616O2,0.24045535967466392,0.2226254778857284,-0.03216672519775143,False,True,True,True,True,False,False,False,False,False,False
1331,C616OH,0.24038804242830825,0.22330372487811734,-0.04251482986566524,False,True,True,True,True,False,False,False,False,False,False
1332,C616OOH,0.25044182706383844,0.22841841745291314,-0.030557860963588812,False,True,True,True,True,False,False,False,False,False,False
1333,C617CHO,0.5893186895268658,0.1708489705727616,-0.7761054610696615,False,True,True,True,True,False,False,False,False,False,False
1334,C617CO2H,0.5869671966747125,0.1800897022201957,-0.7727226032715293,False,True,True,True,True,False,False,False,False,False,False
1335,C617CO3,0.5910984468620248,0.18036459612079558,-0.7699895599656936,False,True,True,True,True,False,False,False,False,False,False
1336,C617CO3H,0.5961979588119888,0.17881212514468103,-0.7651350634644191,False,True,True,True,True,False,False,False,False,False,False
1337,C617O,0.5920067686107979,0.17825619936164983,-0.778585267845411,False,True,True,True,True,False,False,False,False,False,False
1338,C617O2,0.5881521646413859,0.1765428255760937,-0.7677725458155052,False,True,True,True,True,False,False,False,False,False,False
1339,C617OH,0.578806133246651,0.1758527410473152,-0.7743614736454831,False,True,True,True,True,False,False,False,False,False,False
1340,C617OOH,0.5992318456682966,0.1828526708989513,-0.783927125215908,False,True,True,True,True,False,False,False,False,False,False
1341,C617PAN,0.5984111285551921,0.17791992564273462,-0.7750734027583669,False,True,True,True,True,False,False,False,False,False,False
1342,C618CO2H,0.22216305067006026,0.28243046543439365,-0.5651928778420425,False,True,True,True,True,False,False,False,False,False,False
1343,C618CO3,0.22112839381511273,0.29104819192592357,-0.569101320891297,False,True,True,True,True,False,False,False,False,False,False
1344,C618CO3H,0.21791238153202075,0.29548113009014076,-0.5738841466765094,False,True,True,True,True,False,False,False,False,False,False
1345,C618O,0.21597678016077748,0.28705850373540054,-0.5653027729400044,False,True,True,True,True,False,False,False,False,False,False
1346,C618O2,0.22127317200248076,0.2865946476798431,-0.5692542184188962,False,True,True,True,True,False,False,False,False,False,False
1347,C618OOH,0.21118711197486228,0.2816461190417734,-0.5629567515009042,False,True,True,True,True,False,False,False,False,False,False
1348,C618PAN,0.21748496312536436,0.2859107011328963,-0.5772526703314294,False,True,True,True,True,False,False,False,False,False,False
1349,C619CO,-0.16897504881653047,0.8181096769667848,0.053573860256437955,False,True,True,True,True,False,False,False,False,False,False
1350,C619O,-0.16449384116357402,0.8055180456665851,0.054050231615863975,False,True,True,True,True,False,False,False,False,False,False
1351,C619O2,-0.16399726120244273,0.8103275928588969,0.05613346042940304,False,True,True,True,True,False,False,False,False,False,False
1352,C619OH,-0.16024178879444495,0.8192101294237315,0.05347877710646198,False,True,True,True,True,False,False,False,False,False,False
1353,C619OOH,-0.17169816975473018,0.8105906492231068,0.052121333744245435,False,True,True,True,True,False,False,False,False,False,False
1354,C61CHO,0.17880060032229284,-0.07704745536810353,0.2250479596541648,False,True,True,True,True,False,False,False,False,False,False
1355,C61CO,-0.48890533396961966,0.007920188699098718,-0.2675515611076471,False,True,True,True,True,False,False,False,False,False,False
1356,C61CO3,-0.058907155223887564,-0.007257725088562261,0.1641823207455666,False,True,True,True,True,False,False,False,False,False,False
1357,C61CO3H,-0.04058077262677884,0.007462909052646349,0.1596718436813902,False,True,True,True,True,False,False,False,False,False,False
1358,C61CPAN,-0.03767673428361307,0.0021092736136931745,0.1706006722713167,False,True,True,True,True,False,False,False,False,False,False
1359,C61NO3,-0.4791664649454661,0.006742134614710071,-0.2601742554009857,False,True,True,True,True,False,False,False,False,False,False
1360,C61O,-0.4788220404041802,0.008111781417698527,-0.26685014369978566,False,True,True,True,True,False,False,False,False,False,False
1361,C61O2,-0.4836587384471387,0.005424660657290081,-0.2690738471168066,False,True,True,True,True,False,False,False,False,False,False
1362,C61OH,-0.48660317635965855,0.014305881940303689,-0.2673007136014296,False,True,True,True,True,False,False,False,False,False,False
1363,C61OOH,-0.4755862018088052,0.011690224825505968,-0.27362398197720383,False,True,True,True,True,False,False,False,False,False,False
1364,C620O,0.09930815391673398,0.3642655466311251,-0.5664972848743732,False,True,True,True,True,False,False,False,False,False,False
1365,C620O2,0.09460885682866604,0.3610413524604539,-0.5662153800578622,False,True,True,True,True,False,False,False,False,False,False
1366,C620OH,0.10044148125606611,0.36421688120374607,-0.5569794137813231,False,True,True,True,True,False,False,False,False,False,False
1367,C620OOH,0.09481864687724051,0.3695288660516993,-0.5664495043969984,False,True,True,True,True,False,False,False,False,False,False
1368,C621O,-0.08573773477466018,0.5811353512679318,0.054378961300202366,False,True,True,True,True,False,False,False,False,False,False
1369,C621O2,-0.08628595536313277,0.5858046017326648,0.052074986681191815,False,True,True,True,True,False,False,False,False,False,False
1370,C621OOH,-0.07935656700486671,0.5879572796464523,0.05189867671967896,False,True,True,True,True,False,False,False,False,False,False
1371,C622CHO,0.8483471541173024,0.1270075584861985,0.03365991289618986,False,True,True,False,True,False,False,False,False,False,False
1372,C622CO2H,0.8413249509529308,0.13308372207218278,0.03243147682288483,False,True,True,False,True,False,False,False,False,False,False
1373,C622CO3,0.8520219380450795,0.12935884395496489,0.041752492349151016,False,True,True,False,True,False,False,False,False,False,False
1374,C622CO3H,0.8544656463031994,0.138043649819368,0.042060198623444345,False,True,True,False,True,False,False,False,False,False,False
1375,C622NO3,0.8388858534651091,0.1295907719827436,0.046017377759621114,False,True,True,False,True,False,False,False,False,False,False
1376,C622O,0.8469454799466074,0.1324821998526884,0.04766389300995488,False,True,True,False,True,False,False,False,False,False,False
1377,C622O2,0.8466411691069167,0.13241248991617272,0.04085039693631587,False,True,True,False,True,False,False,False,False,False,False
1378,C622OH,0.445324333109711,0.5192153905510155,0.03146009971785624,False,True,True,False,True,False,False,False,False,False,False
1379,C622OOH,0.8425375835413942,0.13992274911437708,0.0523224895539931,False,True,True,False,True,False,False,False,False,False,False
1380,C622PAN,0.8536910368930783,0.12096664445301819,0.03622524672644012,False,True,True,False,True,False,False,False,False,False,False
1381,C623NO3,0.519336417938663,-0.12292229315001224,0.2797499169814204,False,True,True,False,True,False,False,False,False,False,False
1382,C623O,0.6157291817957564,0.22609036862965182,0.2581727312037574,False,True,True,False,True,False,False,False,False,False,False
1383,C623O2,0.6185417516777438,0.2206161656904353,0.2586868491403096,False,True,True,False,True,False,False,False,False,False,False
1384,C623OH,0.626343175022535,0.23100163094945825,0.26300668209976097,False,True,True,False,True,False,False,False,False,False,False
1385,C623OOH,0.6158813372156018,0.21958498474273092,0.2658916673236482,False,True,True,False,True,False,False,False,False,False,False
1386,C624CHO,0.06501093905253286,0.5103731892953598,-0.24692807365838387,False,True,True,False,True,False,False,False,False,False,False
1387,C624CO,0.07437403029737166,0.5114622426431905,-0.23807769583425908,False,True,True,False,True,False,False,False,False,False,False
1388,C624CO2H,0.06497128642796701,0.5191693556872787,-0.23991294397022322,False,True,True,False,True,False,False,False,False,False,False
1389,C624CO3,0.06195953126909148,0.510693241205149,-0.2387265547170082,False,True,True,False,True,False,False,False,False,False,False
1390,C624CO3H,0.05327053464187004,0.5140125740942092,-0.23929323117867263,False,True,True,False,True,False,False,False,False,False,False
1391,C624NO3,0.07490288565059111,0.5029598225246399,-0.24539240911555937,False,True,True,False,True,False,False,False,False,False,False
1392,C624O,0.06283281116359696,0.5041654975272702,-0.2316182530979668,False,True,True,False,True,False,False,False,False,False,False
1393,C624O2,0.06111990999776373,0.5111242152151803,-0.2337473511697855,False,True,True,False,True,False,False,False,False,False,False
1394,C624OH,0.0764691643209372,0.5179628038301007,-0.23170808039543123,False,True,True,False,True,False,False,False,False,False,False
1395,C624OOH,0.07469263452498698,0.5057333134579636,-0.23178357354968326,False,True,True,False,True,False,False,False,False,False,False
1396,C624PAN,0.06630472119824704,0.515170898951282,-0.22918383777572326,False,True,True,False,True,False,False,False,False,False,False
1397,C625O,0.39906170824428777,0.12925844410929122,0.061740021644556276,False,True,True,False,True,False,False,False,False,False,False
1398,C625O2,0.3959434442915204,0.12716539230472468,0.0670340985376785,False,True,True,False,True,False,False,False,False,False,False
1399,C625OH,0.29535856807917615,-0.27908482690891223,0.42686839584214287,False,True,True,False,True,False,False,False,False,False,False
1400,C625OOH,0.4011494650353762,0.12160556451895754,0.06712201461604805,False,True,True,False,True,False,False,False,False,False,False
1401,C626CHO,0.6670839413786664,0.3282890814071764,-0.4715168629249774,False,True,True,False,True,False,False,False,False,False,False
1402,C626CO2H,0.6692233387970961,0.327467030269019,-0.4580881597588041,False,True,True,False,True,False,False,False,False,False,False
1403,C626CO3,0.671418065459106,0.33174958787836295,-0.46380891631488286,False,True,True,False,True,False,False,False,False,False,False
1404,C626CO3H,0.6701132174646758,0.33831372101995716,-0.46964530162620854,False,True,True,False,True,False,False,False,False,False,False
1405,C626NO3,0.6765544635714564,0.3182429588579847,-0.45656921838306086,False,True,True,False,True,False,False,False,False,False,False
1406,C626O,0.6735113551745522,0.3224992108309075,-0.46442767349688585,False,True,True,False,True,False,False,False,False,False,False
1407,C626O2,0.6761441050149044,0.3300927712111117,-0.4628432728671392,False,True,True,False,True,False,False,False,False,False,False
1408,C626OOH,0.6634783190053646,0.3221344393392025,-0.4694384121591758,False,True,True,False,True,False,False,False,False,False,False
1409,C626PAN,0.6721419563959452,0.3362509206972748,-0.4570661353477582,False,True,True,False,True,False,False,False,False,False,False
1410,C627O,0.3167327159511901,0.3064084914594367,-0.4755801147209262,False,True,True,False,True,False,False,False,False,False,False
1411,C627O2,0.32030514077834416,0.3088360632738243,-0.47298897943289353,False,True,True,False,True,False,False,False,False,False,False
1412,C627OH,0.1264526808171207,0.21958586159727833,-0.4306841447652904,False,True,True,False,True,False,False,False,False,False,False
1413,C627OOH,0.1378108523700512,0.21810003156676383,-0.44334883809824144,False,True,True,False,True,False,False,False,False,False,False
